TaskId,TaskType,AlgorithmId,ScoringTime,NumberTemporalQueries,SearchedItemPosition,SearchedObjectPositionSum,TotalObjectResults,FirstOccurrence,TotalResults,SearchedItemScore,VBSScore,AvgScore,MedianScore,BestScore,WorstScore,NumberCineastResults
3584f2e1-e562-4e4c-bf25-809c9f010400,KIST,NA,175384531,1,3226,2422,2566,3226,20000,1.0,62.0,1.0,1.5,1.0,1.0,20000
3584f2e1-e562-4e4c-bf25-809c9f010400,KIST,IDA,191259174,1,3226,2422,2566,3226,20000,1.0,62.0,1.0,1.5,1.0,1.0,20000
3584f2e1-e562-4e4c-bf25-809c9f010400,KIST,VITRIVR,1300053946,1,3225,2422,2566,3225,20000,1.0,75.0,1.0,1.5,1.0,1.0,20000
3584f2e1-e562-4e4c-bf25-809c9f010400,KIST,CLUSTER,379339777,1,5629,2422,2566,5629,10645,1.0,76.0,1.8788164,1.0,190.0,1.0,20000
3584f2e1-e562-4e4c-bf25-809c9f010400,KIST,LNA,201732203,1,3226,2422,2566,3226,20000,1.0,62.0,1.0,1.5,1.0,1.0,20000
3584f2e1-e562-4e4c-bf25-809c9f010300,KIST,STA,153856461,1,1622,825,3248,1622,20000,0.4,96.0,0.29043,0.3,0.6,0.2,20000
3584f2e1-e562-4e4c-bf25-809c9f010300,KIST,SQA,79902800,1,1622,833,3248,1622,20000,0.4,96.0,0.29043,0.3,0.6,0.2,20000
3584f2e1-e562-4e4c-bf25-809c9f010300,KIST,NA,75058387,1,1622,833,3248,1622,20000,0.4,96.0,0.29043,0.3,0.6,0.2,20000
3584f2e1-e562-4e4c-bf25-809c9f010300,KIST,IDA,65037166,1,1622,833,3248,1622,20000,0.4,96.0,0.29043,0.3,0.6,0.2,20000
3584f2e1-e562-4e4c-bf25-809c9f010300,KIST,VITRIVR,932927671,1,1623,858,3248,1623,20000,0.4,91.0,0.29043,0.3,0.6,0.2,20000
3584f2e1-e562-4e4c-bf25-809c9f010300,KIST,CLUSTER,55948377,1,3167,859,3248,3167,11711,0.4,92.0,0.49599522,0.4,55.200016,0.2,20000
3584f2e1-e562-4e4c-bf25-809c9f010300,KIST,LNA,69730687,1,1622,833,3248,1622,20000,0.4,96.0,0.29043,0.3,0.6,0.2,20000
3584f2e1-e562-4e4c-bf25-80011048d001,KIST,STA,255506560,2,533,1585,4415,533,39995,0.7,95.0,0.36426553,0.5,0.8,0.1,40000
3584f2e1-e562-4e4c-bf25-80011048d001,KIST,SQA,705839104,2,1068,1108,4415,1068,39999,0.7,93.0,0.42724067,0.5,0.8,0.1,40000
3584f2e1-e562-4e4c-bf25-80011048d001,KIST,NA,578988228,2,12072,1880,4415,12072,39999,0.5,94.0,0.32950556,0.5,0.79708457,0.1,40000
3584f2e1-e562-4e4c-bf25-80011058d001,KIST,STA,408639520,2,551,1593,4415,551,39995,0.7,93.0,0.36551568,0.5,0.8,0.1,40000
3584f2e1-e562-4e4c-bf25-80011048d001,KIST,IDA,614522095,2,12217,1552,4415,12217,39999,0.5,90.0,0.33656016,0.5,0.7920635,0.1,40000
3584f2e1-e562-4e4c-bf25-80011048d001,KIST,CLUSTER,418549492,2,4302,1523,4415,4302,22355,0.7,87.0,0.60870945,0.5,95.0,0.1,40000
3584f2e1-e562-4e4c-bf25-80011058d001,KIST,NA,537690402,2,12078,1706,4415,12078,39999,0.5,94.0,0.32957935,0.5,0.79867786,0.1,40000
3584f2e1-e562-4e4c-bf25-80011048d001,KIST,LNA,391556521,2,11808,1868,4415,11808,39997,0.5,92.0,0.32502168,0.5,0.76210105,0.1,40000
3584f2e1-e562-4e4c-bf25-80011058d001,KIST,IDA,484054665,2,215,1519,4415,215,39999,0.5794067,91.0,0.33668756,0.5,0.8,0.1,40000
3584f2e1-e562-4e4c-bf25-80011058d001,KIST,VITRIVR,2546989925,2,175,1883,4415,175,39176,0.7,73.0,0.33563405,0.75,1.0,0.1,40000
3584f2e1-e562-4e4c-bf25-80011058d001,KIST,CLUSTER,368316448,2,4375,1534,4415,4375,22355,0.7,88.0,0.6139879,0.5,95.0,0.1,40000
3584f2e1-e562-4e4c-bf25-80011058d001,KIST,LNA,658635835,2,11802,1866,4415,11802,39997,0.5,90.0,0.3249573,0.5,0.812192,0.1,40000
3584f2e1-e562-4e4c-bf25-80011038d001,KIST,STA,404440436,2,522,1580,4415,522,39995,0.7,93.0,0.36284035,0.5,0.8,0.1,40000
3584f2e1-e562-4e4c-bf25-80011038d001,KIST,SQA,454091078,2,1068,1108,4415,1068,39999,0.7,95.0,0.42724067,0.5,0.8,0.1,40000
3584f2e1-e562-4e4c-bf25-80011028d001,KIST,STA,420774506,2,507,1576,4415,507,39995,0.7,93.0,0.36114013,0.5,0.8,0.1,40000
3584f2e1-e562-4e4c-bf25-80011038d001,KIST,NA,277153139,2,12085,1877,4415,12085,39999,0.5,93.0,0.32979482,0.5,0.79866886,0.1,40000
3584f2e1-e562-4e4c-bf25-80011028d001,KIST,SQA,355325588,2,1068,1108,4415,1068,39999,0.7,96.0,0.42724067,0.5,0.8,0.1,40000
3584f2e1-e562-4e4c-bf25-80011038d001,KIST,IDA,508981803,2,12262,1552,4415,12262,39999,0.5,91.0,0.33629715,0.5,0.7994005,0.1,40000
3584f2e1-e562-4e4c-bf25-80011028d001,KIST,NA,417887136,2,12083,1877,4415,12083,39998,0.5,92.0,0.32967672,0.75,0.798162,0.1,40000
3584f2e1-e562-4e4c-bf25-80011038d001,KIST,VITRIVR,2300851734,2,118,1881,4415,118,39345,0.7,75.0,0.33182868,0.5,1.0,0.1,40000
3584f2e1-e562-4e4c-bf25-80011028d001,KIST,IDA,406399926,2,542,1548,4415,542,39999,0.50205445,92.0,0.3357356,0.5,0.77656496,0.1,40000
3584f2e1-e562-4e4c-bf25-80011038d001,KIST,CLUSTER,311229227,2,4248,1518,4415,4248,22355,0.7,88.0,0.6040796,0.5,95.0,0.1,40000
3584f2e1-e562-4e4c-bf25-80011028d001,KIST,VITRIVR,2240922669,2,91,1881,4415,91,39446,0.7,76.0,0.32957208,0.75,1.0,0.1,40000
3584f2e1-e562-4e4c-bf25-80011038d001,KIST,LNA,362652462,2,11818,1863,4415,11818,39997,0.5,92.0,0.3252482,0.5,0.81175923,0.1,40000
3584f2e1-e562-4e4c-bf25-80011028d001,KIST,CLUSTER,289992209,2,4168,1515,4415,4168,22355,0.7,88.0,0.59839857,0.5,95.0,0.1,40000
3584f2e1-e562-4e4c-bf25-80011028d001,KIST,LNA,292046635,2,11796,1865,4415,11796,39997,0.5,93.0,0.32484135,0.5,0.8036173,0.1,40000
3584f2e1-e562-4e4c-bf25-80011018d001,KIST,STA,324904518,2,496,1573,4415,496,39995,0.7,94.0,0.35983998,0.5,0.8,0.1,40000
3584f2e1-e562-4e4c-bf25-80011018d001,KIST,SQA,480991819,2,1068,1108,4415,1068,39999,0.7,95.0,0.42724067,0.5,0.8,0.1,40000
3584f2e1-e562-4e4c-bf25-80011008d001,KIST,STA,383093919,2,14520,1926,4415,14520,39995,0.5,93.0,0.35797724,0.5,0.8,0.1,40000
3584f2e1-e562-4e4c-bf25-80011018d001,KIST,NA,335553445,2,12079,1638,4415,12079,39998,0.5,93.0,0.3292302,0.75,0.78451836,0.1,40000
3584f2e1-e562-4e4c-bf25-80011008d001,KIST,SQA,453261563,2,1068,1108,4415,1068,39999,0.7,95.0,0.42724067,0.5,0.8,0.1,40000
3584f2e1-e562-4e4c-bf25-80011018d001,KIST,IDA,379797744,2,119,1511,4415,119,39999,0.60773087,92.0,0.3349264,0.5,0.77656496,0.1,40000
3584f2e1-e562-4e4c-bf25-80011008d001,KIST,NA,256843116,2,71,1520,4415,71,39998,0.6444166,94.0,0.3283753,0.75,0.69867784,0.1,40000
3584f2e1-e562-4e4c-bf25-80011018d001,KIST,VITRIVR,1759213948,2,58,1880,4415,58,39555,0.7,81.0,0.32781696,0.5,1.0,0.1,40000
3584f2e1-e562-4e4c-bf25-80011008d001,KIST,IDA,314407521,2,62,1505,4415,62,39999,0.6542324,93.0,0.33368188,0.5,0.7,0.1,40000
3584f2e1-e562-4e4c-bf25-80011018d001,KIST,CLUSTER,422293030,2,4094,1512,4415,4094,22355,0.7,87.0,0.5938582,0.5,95.0,0.1,40000
3584f2e1-e562-4e4c-bf25-80011008d001,KIST,VITRIVR,1700468403,2,11870,1878,4415,11870,39714,0.5,81.0,0.3255099,0.75,1.0,0.1,40000
3584f2e1-e562-4e4c-bf25-80011018d001,KIST,LNA,249063766,2,11810,1864,4415,11810,39997,0.5,94.0,0.32501182,0.5,0.712192,0.1,40000
3584f2e1-e562-4e4c-bf25-80011008d001,KIST,CLUSTER,307446100,2,5667,1895,4415,5667,22355,0.5,88.0,0.58656675,0.5,95.0,0.1,40000
3584f2e1-e562-4e4c-bf25-80011008d001,KIST,LNA,432675300,2,11797,1876,4415,11797,39997,0.5,92.0,0.3246475,0.5,0.712192,0.1,40000
3584f2e1-e562-4e4c-bf25-80010938d001,KIST,STA,323039511,2,18322,2297,3599,18322,36670,0.5,87.0,0.43885556,0.75,0.6666667,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010948d001,KIST,STA,342274578,2,18532,2297,3599,18532,36670,0.5,87.0,0.44171894,0.75,0.6666667,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010938d001,KIST,SQA,1733165074,2,10587,2054,3599,10587,39917,0.6666667,77.0,0.5356615,0.5,0.6666667,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010948d001,KIST,SQA,1661133765,2,10587,2054,3599,10587,39917,0.6666667,77.0,0.5356615,0.5,0.6666667,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010928d001,KIST,STA,380812041,2,18097,2295,3599,18097,36670,0.5,87.0,0.43578765,0.75,0.6666667,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010938d001,KIST,NA,1304287953,2,13849,2300,3599,13849,39334,0.5,76.0,0.3684042,0.75,0.66534454,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010948d001,KIST,NA,903102846,2,13676,2297,3599,13676,39376,0.5,80.0,0.366402,0.75,0.66534454,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010928d001,KIST,SQA,1390346181,2,10587,2054,3599,10587,39917,0.6666667,80.0,0.5356615,0.5,0.6666667,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010938d001,KIST,IDA,693313244,2,14909,2221,3599,14909,39665,0.5,71.0,0.3932353,0.5,0.6666667,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010948d001,KIST,IDA,713493360,2,14706,2221,3599,14706,39665,0.5,71.0,0.3914024,0.5,0.6666667,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010928d001,KIST,NA,591112422,2,13908,2301,3599,13908,39300,0.5,83.0,0.37026992,0.75,0.66534454,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010938d001,KIST,VITRIVR,2080474552,2,15662,2309,3599,15662,36190,0.5,79.0,0.4228332,0.75,1.0,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010948d001,KIST,VITRIVR,2103513980,2,16083,2310,3599,16083,36201,0.5,79.0,0.42908576,0.5,1.0,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010928d001,KIST,IDA,1189882867,2,15118,2221,3599,15118,39665,0.5,66.0,0.394702,0.5,0.6666667,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010938d001,KIST,CLUSTER,288140702,2,7456,2290,3599,7456,22416,0.5,91.0,0.70374584,0.75,95.0,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010948d001,KIST,CLUSTER,312908681,2,7738,2291,3599,7738,22452,0.5,91.0,0.72391474,0.75,95.0,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010928d001,KIST,VITRIVR,1927108638,2,15233,2309,3599,15233,36250,0.5,81.0,0.41606438,0.75,1.0,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010938d001,KIST,LNA,308442271,2,12500,2299,3599,12500,38941,0.5,86.0,0.3518248,0.5,0.6788587,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010948d001,KIST,LNA,801399761,2,12426,2300,3599,12426,39012,0.5,81.0,0.35033992,0.75,0.6788587,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010928d001,KIST,CLUSTER,176283592,2,7116,2287,3599,7116,22371,0.5,92.0,0.68141043,0.5,95.0,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010928d001,KIST,LNA,744132666,2,12535,2296,3599,12535,38834,0.5,81.0,0.35298243,0.75,0.6788587,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010908d001,KIST,STA,806042462,2,17436,2293,3599,17436,36670,0.5,82.0,0.42677483,0.75,0.6666667,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010908d001,KIST,SQA,1588782463,2,10587,2054,3599,10587,39917,0.6666667,78.0,0.5356615,0.5,0.6666667,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010908d001,KIST,NA,533612892,2,14366,2300,3599,14366,39189,0.5,84.0,0.37965828,0.5,0.66534454,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010908d001,KIST,IDA,449073321,2,16346,2221,3599,16346,39665,0.5,73.0,0.39597785,0.5,0.6666667,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010908d001,KIST,VITRIVR,2293156535,2,14022,2309,3599,14022,36348,0.5,77.0,0.39583564,0.75,1.0,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010908d001,KIST,CLUSTER,271006986,2,6150,2285,3599,6150,22217,0.5,91.0,0.6310858,0.5,95.0,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010908d001,KIST,LNA,784299054,2,12732,2287,3599,12732,38470,0.5,81.0,0.35850754,0.75,0.6788587,0.16666667,40000
3584f2e1-e562-4e4c-bf25-80010848d001,KIST,STA,563927533,2,2750,1422,4497,2750,39781,0.36666667,90.0,0.17682394,0.16666667,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010858d001,KIST,STA,565938971,2,2779,1423,4497,2779,39781,0.36666667,90.0,0.1771633,0.16666667,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010848d001,KIST,SQA,947110560,2,511,1558,4497,511,39993,0.36666667,85.0,0.20535012,0.2,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010838d001,KIST,STA,1085139934,2,2721,1419,4497,2721,39781,0.36666667,85.0,0.17639913,0.16666667,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010858d001,KIST,SQA,973055335,2,511,1558,4497,511,39993,0.36666667,85.0,0.20535012,0.2,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010848d001,KIST,NA,711023717,2,2779,1548,4497,2779,39971,0.2,87.0,0.15863109,0.16666667,0.46587342,0.1,40000
3584f2e1-e562-4e4c-bf25-80010838d001,KIST,SQA,997489575,2,511,1558,4497,511,39993,0.36666667,85.0,0.20535012,0.2,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010858d001,KIST,NA,750081342,2,2768,1555,4497,2768,39973,0.2,87.0,0.1586296,0.16666667,0.46587342,0.1,40000
3584f2e1-e562-4e4c-bf25-80010848d001,KIST,IDA,660997744,2,444,1426,4497,444,39987,0.29444766,88.0,0.16088444,0.16666667,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010838d001,KIST,NA,389647336,2,227,1379,4497,227,39969,0.31836155,91.0,0.15868297,0.16666667,0.46587342,0.1,40000
3584f2e1-e562-4e4c-bf25-80010858d001,KIST,IDA,1007268418,2,666,1490,4497,666,39987,0.26132914,84.0,0.16087277,0.16666667,0.46546906,0.1,40000
3584f2e1-e562-4e4c-bf25-80010848d001,KIST,VITRIVR,4279460684,2,566,1539,4497,566,39028,0.36666667,47.0,0.16241929,0.25,0.6,0.1,40000
3584f2e1-e562-4e4c-bf25-80010838d001,KIST,IDA,589133100,2,195,1372,4497,195,39987,0.33915296,89.0,0.16086763,0.16666667,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010858d001,KIST,VITRIVR,4521550361,2,628,1540,4497,628,38972,0.36666667,45.0,0.16309401,0.25,0.6,0.1,40000
3584f2e1-e562-4e4c-bf25-80010848d001,KIST,CLUSTER,635614780,2,3958,1358,4497,3958,24082,0.36666667,83.0,0.26816988,0.25,27.600008,0.1,40000
3584f2e1-e562-4e4c-bf25-80010858d001,KIST,CLUSTER,632198642,2,4019,1358,4497,4019,24082,0.36666667,83.0,0.26956925,0.25,27.600008,0.1,40000
3584f2e1-e562-4e4c-bf25-80010838d001,KIST,VITRIVR,3758989238,2,504,1538,4497,504,39110,0.36666667,53.0,0.16159636,0.25,0.6,0.1,40000
3584f2e1-e562-4e4c-bf25-80010848d001,KIST,LNA,834252053,2,2186,1537,4497,2186,39956,0.2,86.0,0.15705095,0.25,0.47398192,0.1,40000
3584f2e1-e562-4e4c-bf25-80010838d001,KIST,CLUSTER,794647735,2,3893,1355,4497,3893,24082,0.36666667,82.0,0.26700303,0.25,27.600008,0.1,40000
3584f2e1-e562-4e4c-bf25-80010858d001,KIST,LNA,533405160,2,2206,1537,4497,2206,39957,0.2,89.0,0.15706655,0.16666667,0.47398192,0.1,40000
3584f2e1-e562-4e4c-bf25-80010838d001,KIST,LNA,719141040,2,409,1492,4497,409,39954,0.21153805,87.0,0.15701377,0.25,0.47398192,0.1,40000
3584f2e1-e562-4e4c-bf25-80010828d001,KIST,STA,783184003,2,2592,1413,4497,2592,39781,0.36666667,88.0,0.17596173,0.16666667,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010828d001,KIST,SQA,729047375,2,511,1558,4497,511,39993,0.36666667,87.0,0.20535012,0.2,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010828d001,KIST,NA,358021642,2,222,1382,4497,222,39967,0.31610262,91.0,0.15868142,0.16666667,0.46587342,0.1,40000
3584f2e1-e562-4e4c-bf25-80010808d001,KIST,STA,774366894,2,2500,1406,4497,2500,39781,0.36666667,88.0,0.17499393,0.16666667,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010818d001,KIST,STA,769343086,2,2551,1409,4497,2551,39781,0.36666667,88.0,0.1755369,0.16666667,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010828d001,KIST,IDA,572175779,2,195,1373,4497,195,39987,0.33846426,89.0,0.16077423,0.16666667,0.46546906,0.1,40000
3584f2e1-e562-4e4c-bf25-80010818d001,KIST,SQA,614915811,2,511,1558,4497,511,39993,0.36666667,88.0,0.20535012,0.2,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010808d001,KIST,SQA,633618790,2,511,1558,4497,511,39993,0.36666667,88.0,0.20535012,0.2,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010828d001,KIST,VITRIVR,2492131532,2,2852,1537,4497,2852,39209,0.2,65.0,0.1606706,0.16666667,0.6,0.1,40000
3584f2e1-e562-4e4c-bf25-80010818d001,KIST,NA,474132261,2,2769,1539,4497,2769,39965,0.2,90.0,0.15868025,0.16666667,0.46587342,0.1,40000
3584f2e1-e562-4e4c-bf25-80010808d001,KIST,NA,504527479,2,2752,1542,4497,2752,39962,0.2,89.0,0.15844728,0.25,0.46587342,0.1,40000
3584f2e1-e562-4e4c-bf25-80010828d001,KIST,CLUSTER,362834919,2,7118,1546,4497,7118,24080,0.2,86.0,0.26501802,0.25,27.600008,0.1,40000
3584f2e1-e562-4e4c-bf25-80010818d001,KIST,IDA,583671789,2,487,1423,4497,487,39987,0.29393744,89.0,0.16058733,0.16666667,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010808d001,KIST,IDA,284537323,2,647,1487,4497,647,39987,0.2609512,92.0,0.1602564,0.16666667,0.4666667,0.1,40000
3584f2e1-e562-4e4c-bf25-80010828d001,KIST,LNA,555187767,2,2185,1547,4497,2185,39947,0.2,89.0,0.1570252,0.16666667,0.47398192,0.1,40000
3584f2e1-e562-4e4c-bf25-80010818d001,KIST,VITRIVR,2177069219,2,2624,1535,4497,2624,39330,0.2,68.0,0.1597415,0.25,0.6,0.1,40000
3584f2e1-e562-4e4c-bf25-80010808d001,KIST,VITRIVR,2108511146,2,2378,1533,4497,2378,39462,0.2,69.0,0.15869866,0.25,0.6,0.1,40000
3584f2e1-e562-4e4c-bf25-80010818d001,KIST,CLUSTER,391340137,2,6997,1540,4497,6997,24077,0.2,86.0,0.26382577,0.16666667,27.600008,0.1,40000
3584f2e1-e562-4e4c-bf25-80010808d001,KIST,CLUSTER,411731591,2,6860,1538,4497,6860,24071,0.2,86.0,0.26196116,0.16666667,27.600008,0.1,40000
3584f2e1-e562-4e4c-bf25-80010808d001,KIST,LNA,698015657,2,2153,1546,4497,2153,39934,0.2,88.0,0.15693916,0.25,0.47398192,0.1,40000
3584f2e1-e562-4e4c-bf25-80010818d001,KIST,LNA,413987520,2,2198,1547,4497,2198,39943,0.2,90.0,0.15706035,0.16666667,0.47398192,0.1,40000
3584f2e1-e562-4e4c-bf25-80010758d001,KIST,STA,263611617,2,3546,2372,3078,3546,22476,0.5,87.0,0.47960046,0.75,0.75,0.25,22476
3584f2e1-e562-4e4c-bf25-80010758d001,KIST,SQA,103368680,2,4043,2372,3078,4043,22476,0.5,90.0,0.4906567,0.75,0.75,0.25,22476
3584f2e1-e562-4e4c-bf25-80010758d001,KIST,NA,250387563,2,3288,2372,3078,3288,22476,0.5,89.0,0.4738328,0.75,0.74778116,0.25,22476
3584f2e1-e562-4e4c-bf25-80010758d001,KIST,IDA,165735616,2,3328,2372,3078,3328,22476,0.5,90.0,0.47467187,0.75,0.7429008,0.25,22476
3584f2e1-e562-4e4c-bf25-80010758d001,KIST,VITRIVR,456379217,2,3305,2372,3078,3305,22425,0.5,94.0,0.47433668,0.5,0.75,0.25,22476
3584f2e1-e562-4e4c-bf25-80010748d001,KIST,STA,92311419,2,3533,2372,3078,3533,22476,0.5,89.0,0.47931126,0.75,0.75,0.25,22476
3584f2e1-e562-4e4c-bf25-80010758d001,KIST,CLUSTER,77493723,2,5949,2372,3078,5949,12127,0.5,95.0,0.88072073,0.5,95.0,0.25,22476
3584f2e1-e562-4e4c-bf25-80010748d001,KIST,SQA,87811914,2,4043,2372,3078,4043,22476,0.5,90.0,0.4906567,0.75,0.75,0.25,22476
3584f2e1-e562-4e4c-bf25-80010758d001,KIST,LNA,396528641,2,3237,2372,3078,3237,22476,0.5,87.0,0.4728038,0.75,0.73496675,0.25,22476
3584f2e1-e562-4e4c-bf25-80010748d001,KIST,NA,254307799,2,3271,2372,3078,3271,22476,0.5,89.0,0.4734865,0.75,0.74805486,0.25,22476
3584f2e1-e562-4e4c-bf25-80010748d001,KIST,IDA,116539362,2,3320,2372,3078,3320,22476,0.5,90.0,0.47448733,0.75,0.74171937,0.25,22476
3584f2e1-e562-4e4c-bf25-80010748d001,KIST,VITRIVR,606694634,2,3289,2372,3078,3289,22433,0.5,93.0,0.47396693,0.5,0.75,0.25,22476
3584f2e1-e562-4e4c-bf25-80010748d001,KIST,CLUSTER,103192275,2,5941,2372,3078,5941,12127,0.5,94.0,0.87993735,0.5,95.0,0.25,22476
3584f2e1-e562-4e4c-bf25-80010748d001,KIST,LNA,95562933,2,3239,2372,3078,3239,22476,0.5,90.0,0.4727687,0.75,0.7518367,0.25,22476
3584f2e1-e562-4e4c-bf25-80010738d001,KIST,STA,116294843,2,3527,2372,3078,3527,22476,0.5,89.0,0.4791778,0.75,0.75,0.25,22476
3584f2e1-e562-4e4c-bf25-80010738d001,KIST,SQA,154410623,2,4043,2372,3078,4043,22476,0.5,90.0,0.4906567,0.75,0.75,0.25,22476
3584f2e1-e562-4e4c-bf25-80010738d001,KIST,NA,98476433,2,3265,2372,3078,3265,22476,0.5,90.0,0.47334343,0.75,0.74867785,0.25,22476
3584f2e1-e562-4e4c-bf25-80010738d001,KIST,IDA,69990730,2,3302,2372,3078,3302,22476,0.5,91.0,0.47431538,0.75,0.75,0.25,22476
3584f2e1-e562-4e4c-bf25-80010738d001,KIST,VITRIVR,325440554,2,3278,2372,3078,3278,22434,0.5,96.0,0.4737675,0.75,0.75,0.25,22476
3584f2e1-e562-4e4c-bf25-80010738d001,KIST,CLUSTER,47458215,2,5937,2372,3078,5937,12127,0.5,95.0,0.8792364,0.5,95.0,0.25,22476
3584f2e1-e562-4e4c-bf25-80010738d001,KIST,LNA,103881655,2,3241,2372,3078,3241,22476,0.5,90.0,0.4728119,0.75,0.762192,0.25,22476
3584f2e1-e562-4e4c-bf25-80010728d001,KIST,STA,167828078,2,3522,2372,3078,3522,22476,0.5,88.0,0.47906655,0.75,0.75,0.25,22476
